ORIGEN,DESTINO,CANTI,FOBDOL,FOBPES
ECU,37,160,345,1395356
ECU,37,20,56,228811
ECU,37,100,257,1053734
ECU,37,2,1,3975
ECU,37,4,2,7950
ECU,37,6,3,11925
ECU,37,16000,1600,6471216
ECU,37,6,10,40760
ECU,37,4100,14373,58028026
ECU,37,25000,22270,90129140
ECU,37,1050,10516,41802921
ECU,37,100,363,1444587
ECU,37,554,7764,31403193
ECU,37,1264,19094,77227492
ECU,37,2115,11587,46571501
ECU,37,169047,467370,1889543609
ECU,37,81878,276828,1114245955
ECU,37,2150,9817,39445484
ECU,37,35153,105363,424796718
ECU,37,1800,130734,533872771
ECU,37,1469,13645,55623346
ECU,37,5326,17405,70386512
ECU,37,4744,17388,70316271
ECU,37,540,3290,13096404
ECU,37,12027,272917,1084868843
ECU,37,1480,10053,40109566
ECU,37,9128,69547,277483842
ECU,37,2309,15325,61143987
ECU,37,15688,36711,151124341
ECU,37,8142,60522,245476224
ECU,37,1992,23325,93920769
ECU,37,9276,24596,100315797
ECU,37,288,1726,7061929
ECU,37,43800,88006,360230758
ECU,37,1422,7775,31087709
ECU,37,14700,25698,104621697
ECU,37,209,52683,213075424
ECU,37,35804,120091,485708442
ECU,37,1090,42247,168848703
ECU,37,5486,5368,21672363
ECU,37,864,6266,25400336
ECU,37,100800,41708,167572578
ECU,37,52536,3780,15221940
ECU,37,1500,1262,5166076
ECU,37,192,140,567890
ECU,37,4,19,74912
ECU,37,2319,7050,28036245
ECU,37,14201,54903,220893108
ECU,37,520,224,892761
ECU,37,1739,1720,6938783
ECU,37,216,2124,8618900
ECU,37,9096,28128,114189422
ECU,37,60,200,819530
ECU,37,12,79,319924
ECU,37,240,536,2193693
ECU,37,1572,9678,39310884
ECU,37,6,40,159942
ECU,37,900,3237,13139000
ECU,37,3480,2427,9863390
ECU,37,12318,8639,35197117
ECU,37,20,158,649269
ECU,37,1404,5629,22846128
ECU,37,360,1070,4354286
ECU,37,3360,4568,18556310
ECU,37,72,58,237857
ECU,37,6,727,2948882
ECU,37,33,1261,5128169
ECU,37,150,707,2867891
ECU,37,400,1801,7366000
ECU,37,288,979,3994204
ECU,37,960,1980,8030869
ECU,37,276,649,2632043
ECU,37,22227,62412,253680172
ECU,37,6516,22965,93071029
ECU,37,237,1081,4355645
ECU,37,7929,22198,89822762
ECU,37,600,43578,173469637
ECU,37,129,589,2371960
ECU,37,535,2138,8616638
ECU,37,10931,245268,999773177
ECU,37,1200,2839,11618739
ECU,37,12716,30823,126136783
ECU,37,2000,6279,25695249
ECU,37,14745,37012,147127303
ECU,37,462,4941,20043353
ECU,37,1728,17920,72698945
ECU,37,420,2257,9155296
ECU,37,3971,22420,90957852
ECU,37,450,17397,70577449
ECU,37,40,352,1426785
ECU,37,48048,19947,81332288
ECU,37,32520,2379,9698966
ECU,37,312,1991,8075866
ECU,37,396,887,3597329
ECU,37,2578,19983,81071130
ECU,37,196,922,3739647
ECU,37,3,8,30792
ECU,37,324,627,2544513
ECU,37,624,2576,10400124
ECU,37,5746,19120,77191880
ECU,37,1980,8245,33286632
ECU,37,864,2783,11234692
ECU,37,2448,4774,19306873
ECU,37,1500,2550,10313500
ECU,37,2603,28814,118615507
ECU,37,540,2039,8392904
ECU,37,65000,2118,8564250
ECU,37,3540,5841,23623983
ECU,37,3888,18749,75829709
ECU,37,4062,42152,169998188
ECU,37,1685,2488,10043479
ECU,37,63854,241197,977131002
ECU,37,34255,76892,310636578
ECU,37,3828,1995,8072630
ECU,37,17388,23522,95133670
ECU,37,134,26950,108999544
ECU,37,195,1800,7302492
ECU,37,35417,102783,415028574
ECU,37,21125,60530,245630429
ECU,37,408,293,1166169
ECU,37,261,30,122704
ECU,37,16000,32542,132021266
ECU,37,1051,9384,38101584
ECU,37,52499,53391,212329373
ECU,37,293550,276440,1116926150
ECU,37,869,765,3148895
ECU,37,18942,14479,59339239
ECU,37,23283,20307,81444136
ECU,37,147257,139659,565865141
ECU,37,740,659,2714971
ECU,37,2,161584,664803435
ECU,37,2116,5362,21687391
ECU,37,8323,25041,101278777
ECU,37,1544,17912,72446153
ECU,37,5708,4863,19331737
ECU,37,21566,19663,80343567
ECU,37,731,741,2946456
ECU,37,18394,13983,56136840
ECU,37,10554,9541,39044184
ECU,37,12640,11720,47990232
ECU,37,4270,3805,15666116
ECU,37,1400,14938,59600977
ECU,37,2236,18101,73433860
ECU,37,20820,56793,233794525
ECU,37,1360,14070,56516008
ECU,37,300,15440,62653670
ECU,37,224,12228,49852651
ECU,37,11209,286555,1164720803
ECU,37,6806,10459,42803521
ECU,37,3130,4821,19728468
ECU,37,2251,3855,15775073
ECU,37,153,315,1287611
ECU,37,8756,14466,59198336
ECU,37,516,1077,4409158
ECU,37,119,248,1014038
ECU,37,12257,26474,107835684
ECU,37,32500,62642,254870772
ECU,37,1763,4567,18494000
ECU,37,397,1326,5335015
ECU,37,1211,2897,11702638
ECU,37,10072,25106,101966774
ECU,37,97,231,933668
ECU,37,8369,12497,51142585
ECU,37,4533,7732,31636388
ECU,37,197,480,1975840
ECU,37,2587,8047,32647453
ECU,37,3294,10769,43743048
ECU,37,267,851,3430577
ECU,37,3307,11334,45728208
ECU,37,947,1194,4884319
ECU,37,3472,4375,17904599
ECU,37,4917,12244,49497521
ECU,37,196,238,971969
ECU,37,10237,16002,65483828
ECU,37,18847,26474,108341327
ECU,37,9616,25196,101985248
ECU,37,7739,24202,99413950
ECU,37,552,8014,32220211
ECU,37,7494,65882,269560429
ECU,37,7,145,587924
ECU,37,164,2110,8608929
ECU,37,664,8610,35173713
ECU,37,2538,30149,121585051
ECU,37,4100,12710,50594316
ECU,37,1721,248527,1005902706
ECU,37,3000,20000,82331800
ECU,37,13540,19903,80549630
ECU,37,2400,9600,38852256
ECU,37,4500,12472,51340052
ECU,37,20000,42420,173596639
ECU,37,9840,35291,145196586
ECU,37,702,27982,113245099
ECU,37,4752,32270,130601859
ECU,37,24,4,17098
ECU,37,1175,3155,12485142
ECU,37,180,1170,4631699
ECU,37,5760,21715,85943253
ECU,37,1563,15311,61921324
ECU,37,3125,33160,133885565
ECU,37,67,740,2987924
ECU,37,32573,213321,862379360
ECU,37,3009,17288,69921732
ECU,37,586,4591,18550159
ECU,37,2070,4168,17147949
ECU,37,75,203,835489
ECU,37,477,2201,9054647
ECU,37,39917,129501,532805739
ECU,37,120,641,2536416
ECU,37,4211,14880,61219113
ECU,37,2700,3353,13271946
ECU,37,156,320,1317231
ECU,37,15311,55499,221434107
ECU,37,73000,85220,344256408
ECU,37,25000,33449,136884346
ECU,37,78,396,1630170
ECU,37,127,1400,5653842
ECU,37,7806,39196,157403914
ECU,37,42115,72142,293697594
ECU,37,14384,3582,14485898
ECU,37,416665,24734,99952680
ECU,37,671728,31545,126151024
ECU,37,55460,21551,87161415
ECU,37,158250,96761,383518323
ECU,37,45,8138,32479951
ECU,37,1050,3465,14014227
ECU,37,31900,3188,12881272
ECU,37,396629,55853,225794606
ECU,37,508,2264,9265479
ECU,37,39,240,962496
ECU,37,113,574,2297703
ECU,37,140,779,3118099
ECU,37,102,574,2299786
ECU,37,1118,4787,19173344
ECU,37,16,78,314237
ECU,37,688,2333,9345207
ECU,37,376,1614,6462565
ECU,37,1200,2964,11872760
ECU,37,610,2419,9688200
ECU,37,216,815,3264965
ECU,37,13,48,190841
ECU,37,544,1576,6311614
ECU,37,1050,2754,11031537
ECU,37,111,563,2254608
ECU,37,2884,6422,25720696
ECU,37,820,2793,11184290
ECU,37,1738,2742,10982595
ECU,37,56,561,2245477
ECU,37,73,490,1961959
ECU,37,81,844,3382033
ECU,37,100,1019,4083119
ECU,37,40,145,579132
ECU,37,10,98,393177
ECU,37,285,2322,9301592
ECU,37,12,56,226086
ECU,37,24,154,617260
ECU,37,72,418,1672914
ECU,37,167,555,2221767
ECU,37,185,408,1635026
ECU,37,71,640,2561276
ECU,37,60,228,911872
ECU,37,271,1130,4524516
ECU,37,100,286,1143765
ECU,37,51424,26232,104663393
ECU,37,2429,13957,56449995
ECU,37,29,187,753097
ECU,37,4,18783,76587371
ECU,37,14,8920,36077029
ECU,37,2750,14782,58976559
ECU,37,310000,5638,22990238
ECU,37,4500,1576,6360593
ECU,37,199880,166396,682705397
ECU,37,43850,85421,343202529
ECU,37,1920,5723,23560685
ECU,37,2484,12260,48733411
ECU,37,392200,39177,157166361
ECU,37,1146,2092,8451070
ECU,37,10944,19954,81032125
ECU,37,4025,6682,27040765
ECU,37,22413,117387,476138883
ECU,37,3111,21036,85316347
ECU,37,782,42428,170149062
ECU,37,498980,26293,104665229
ECU,37,572,5508,21798368
ECU,37,6214,97533,390974075
ECU,37,228,3844,15505397
ECU,37,25000,16570,67017531
ECU,37,23100,37279,148355258
ECU,37,8880,33701,137290818
ECU,37,461,5386,21744305
ECU,37,1186,20015,81908803
ECU,37,93046,49149,195627296
ECU,37,274,12742,51399990
ECU,37,1873,5544,22687878
ECU,37,5520,16537,68074608
ECU,37,755557,463993,1853538308
ECU,37,422997,581435,2343175883
ECU,37,132177,150540,605814001
ECU,37,166600,410051,1655453797
ECU,37,50000,8570,34843820
ECU,37,405000,13650,55179078
ECU,37,208,1195,4890334
ECU,37,6,164,665149
ECU,37,5,132,542234
ECU,37,5,550,2250782
ECU,37,5,75,306925
ECU,37,20,310,1268622
ECU,37,25,321,1303030
ECU,37,5,109,433893
ECU,37,400,1200,4776804
ECU,37,1,68,272676
ECU,37,5,92,378541
ECU,37,2,71,282628
ECU,37,2,77,306512
ECU,37,200,1360,5490578
ECU,37,5,290,1186776
ECU,37,5,550,2250782
ECU,37,2000,14020,55938258
ECU,37,2350,55294,222332791
ECU,37,420,7191,29268358
ECU,37,1430,20805,84525892
ECU,37,376,4543,18525522
ECU,37,360,688,2830426
ECU,37,11241,3373,13566813
ECU,37,11241,106030,426019847
ECU,37,11241,2899,11699621
ECU,37,152,880,3620575
ECU,37,27,480,1939062
ECU,37,190,4043,16321552
ECU,37,2254,22236,89792463
ECU,37,30,174,704715
ECU,37,31,2409,9859651
ECU,37,52,2822,11546509
ECU,37,11,1436,5807645
ECU,37,74,2709,11087595
ECU,37,250,512,2105488
ECU,37,200,4048,16652589
ECU,37,1160,19140,77461685
ECU,37,420,38251,152617083
ECU,37,496,2671,10990914
ECU,37,5673,196,795160
ECU,37,3,278,1126396
ECU,37,1287,7391,29838508
ECU,37,133050,182056,724006589
ECU,37,3597,31258,124253085
ECU,37,9200,64676,255972733
ECU,37,1200,6300,24933951
ECU,37,544,1578,6459375
ECU,37,46,262,1061441
ECU,37,31,3116,12482652
ECU,37,23700,49770,203675264
ECU,37,472,3631,14371019
ECU,37,18,44,173469
ECU,37,1450,689,2738969
ECU,37,42,1178,4690822
ECU,37,4,542,2157523
ECU,37,91,516,2043159
ECU,37,134623,262302,1059341185
ECU,37,280,445,1761089
ECU,37,48594,70578,282180711
ECU,37,676,7332,30004964
ECU,37,5568,411,1636055
ECU,37,0,86,355269
ECU,37,1565,10277,41785835
ECU,37,26,70,282043
ECU,37,36,75,307402
ECU,37,1338,3521,14455004
ECU,37,1771,3787,15302852
ECU,37,26518,70644,286458675
ECU,37,109,661,2676773
ECU,37,15030,13603,55009388
ECU,37,179,409,1654013
ECU,37,2818,6804,27604251
ECU,37,67200,29030,117489222
ECU,37,1,42,173664
ECU,37,1250,5188,20948912
ECU,37,1306,4509,18231864
ECU,37,23,260,1052207
ECU,37,54,641,2627121
ECU,37,50,373,1515034
ECU,37,112,492,1996340
ECU,37,1,10,39149
ECU,37,64,563,2282785
ECU,37,14,1626,6690823
ECU,37,510,204,810663
ECU,37,630,935,3720891
ECU,37,352,1254,4992556
ECU,37,18000,12604,50884743
ECU,37,420,1720,6848185
ECU,37,8176,2612,10398266
ECU,37,34740,19661,78444908
ECU,37,13656,12796,51054912
ECU,37,82,3779,15292895
ECU,37,36,2781,11071836
ECU,37,8624,49025,194963786
ECU,37,2,65,255593
ECU,37,348,1172,4665027
ECU,37,54240,114864,472975818
ECU,37,4192,103985,427980274
ECU,37,16,909,3737874
ECU,37,36,3512,14448234
ECU,37,2,500,2022255
ECU,37,4,664,2643165
ECU,37,4946,26795,109996936
ECU,37,604,2782,11011545
ECU,37,9976,38118,156509037
ECU,37,1,14,59081
ECU,37,47,734,3018531
ECU,37,9,4297,17334900
ECU,37,120,15282,62874580
ECU,37,46,11100,44894061
ECU,37,9,883,3494315
ECU,37,36,5554,21981059
ECU,37,6,1094,4501445
ECU,37,1,99,407891
ECU,37,2,143184,578061013
ECU,37,389,26796,110246638
ECU,37,2,564,2319225
ECU,37,22,1499,6166662
ECU,37,44,3133,12890194
ECU,37,80,1948,8014637
ECU,37,10,2749,11310595
ECU,37,14,1465,6025871
ECU,37,3,344,1414575
ECU,37,50,1104,4541929
ECU,37,1,231,951800
ECU,37,3,60,238840
ECU,37,2300,943,3814539
ECU,37,26568,99220,393264226
ECU,37,265,12982,53128060
ECU,37,175,140,556287
ECU,37,17975,45590,184702960
ECU,37,22144,63389,257123786
ECU,37,3394,8790,35823767
ECU,37,1246,4170,16963972
ECU,37,287,554,2236743
ECU,37,38852,99489,405125229
ECU,37,28,66,270090
ECU,37,36,89,359760
ECU,37,2068,6397,26026680
ECU,37,2632,8678,35275232
ECU,37,884,2861,11664288
ECU,37,1450,4739,19207468
ECU,37,3832,9541,38710892
ECU,37,228,425,1720011
ECU,37,7150,29482,119452469
ECU,37,9472,38916,159256132
ECU,37,535,7715,31430208
ECU,37,252,4306,17483898
ECU,37,67,808,3285606
ECU,37,484,6052,24516818
ECU,37,1976,21487,86999159
ECU,37,1564,20212,82222449
ECU,37,29,614,2489987
ECU,37,60000,81540,333688588
ECU,37,10,463,1877146
ECU,37,815,27081,109866925
ECU,37,88,5904,23952174
ECU,37,509,13733,55712497
ECU,37,827,26373,106994733
ECU,37,253,6050,24542824
ECU,37,18000,67850,270714036
ECU,37,1613,5952,24146704
ECU,37,9453,17988,72976845
ECU,37,2353,9476,37950547
ECU,37,22763,22054,88407381
ECU,37,2100,19340,76984167
ECU,37,45,368,1507901
ECU,37,32,5600,22833664
ECU,37,16,2800,11458524
ECU,37,66,501,2049030
ECU,37,703,4863,19902024
ECU,37,58,364,1487930
ECU,37,544,2278,9322573
ECU,37,6,30,120846
ECU,37,971,2647,10834034
ECU,37,188,747,3057298
ECU,37,1541,3764,15404881
ECU,37,74,120,492676
ECU,37,116,384,1572560
ECU,37,659,1377,5636530
ECU,37,230,701,2868641
ECU,37,100,355,1452245
ECU,37,2921,6927,28348061
ECU,37,295,1212,4961173
ECU,37,1314,3332,13634334
ECU,37,35,397,1625678
ECU,37,80,769,3146715
ECU,37,645,3539,14482060
ECU,37,185,689,2818756
ECU,37,64,497,2034052
ECU,37,116,1149,4702947
ECU,37,30,192,784745
ECU,37,155,676,2766415
ECU,37,7,24,97234
ECU,37,294,660,2699465
ECU,37,299,1074,4396881
ECU,37,56,5326,21796936
ECU,37,64,537,2195822
ECU,37,731,6065,24821455
ECU,37,26164,141676,577344520
ECU,37,1628,30452,123240692
ECU,37,16061,480928,1973252177
ECU,37,2352,5404,22194105
ECU,37,473,6975,27738459
ECU,37,213,4594,18271194
ECU,37,3971,10962,43594120
ECU,37,45,0,1909
ECU,37,6283,61226,243486642
ECU,37,22,308,1225463
ECU,37,35477,19107,75984687
ECU,37,192986,103066,409876554
ECU,37,23500,31765,129151364
ECU,37,79237,95870,387554438
ECU,37,270000,9100,37149931
ECU,37,21500,12186,49316706
ECU,37,50,6438,26250559
ECU,37,40,2297,9134801
ECU,37,1000,15492,62697100
ECU,37,2000,35594,141551643
ECU,37,2148,5592,22688072
ECU,37,780,8578,34355405
ECU,37,200,1038,4157252
ECU,37,7614,3061,12602663
ECU,37,7614,55388,228070280
ECU,37,7614,1538,6332214
ECU,37,300,7200,29067768
ECU,37,94,7186,28577572
ECU,37,331,18148,72169704
ECU,37,17017,11400,45335976
ECU,37,5800,180454,732096312
ECU,37,479,4664,18919661
ECU,37,4110,6909,28029845
ECU,37,100,379,1537580
ECU,37,46020,96642,397715900
ECU,37,7020,45012,179005124
ECU,37,340000,15678,64536145
ECU,37,85,977,3886963
ECU,37,59800,28466,115204224
ECU,37,16,33,130725
ECU,37,17440,33566,137363149
ECU,37,2096,22756,93678769
ECU,37,8614,49065,195309981
ECU,37,1,3200,13095456
ECU,37,1,13753,56629219
ECU,37,17990,67098,265947620
ECU,37,4,5,19789
ECU,37,22,42,168382
ECU,37,35,105,422995
ECU,37,200,134,548372
ECU,37,0,2,8185
ECU,37,31,25,103656
ECU,37,9979,31563,127424899
ECU,37,34504,17021,67462340
ECU,37,7000,26839,108352608
ECU,37,34504,123980,491403805
ECU,37,6,227,917169
ECU,37,15,566,2283354
ECU,37,424,1831,7391449
ECU,37,1,9759,39399018
ECU,37,1,7989,32251536
ECU,37,1,2794,11279424
ECU,37,992,61173,246967387
ECU,37,10,12162,49099901
ECU,37,2,23753,95895697
ECU,37,1,4653,18785893
ECU,37,36,17,70183
ECU,37,334,548,2242556
ECU,37,1407411,6403,26202166
ECU,37,137457,44762,183182226
ECU,37,554168,30870,126331373
ECU,37,207,526,2151665
ECU,37,21,237,968491
ECU,37,209,1913,7827031
ECU,37,238,1105,4521902
ECU,37,2,1,4952
ECU,37,2,66,270912
ECU,37,140,1092,4468824
ECU,37,24,529920,2100375014
ECU,37,8,200000,792714000
ECU,37,4,122200,484348254
ECU,37,6,552780,2235724238
ECU,37,43693,409791,1657405051
ECU,37,782,5521,22329740
ECU,37,4074,44849,178280401
ECU,37,1512,18586,73879433
ECU,37,24,12800,52381824
ECU,37,13748,28640,116190762
ECU,37,7710,38464,152967162
ECU,37,67095,29881,118831280
ECU,37,3374,18141,72144371
ECU,37,3379,7317,29099095
ECU,37,439,1750,6957482
ECU,37,3870,61400,244069731
ECU,37,25350,44042,177655924
ECU,37,650,8350,34046624
ECU,37,912,27000,108913410
ECU,37,300,1558,6300780
ECU,37,167,957,3882329
ECU,37,17116,46917,189804801
ECU,37,1164,3578,14514677
ECU,37,26750,7583,30668468
ECU,37,8310,34672,140230604
ECU,37,5737,49871,199831266
ECU,37,66340,36804,151505743
ECU,37,19520,21865,89479614
ECU,37,240,120,485653
ECU,37,16,2860,11546363
ECU,37,180,211,861845
ECU,37,2898,13119,53686786
ECU,37,7916,18406,74310538
ECU,37,3564,15336,62759973
ECU,37,505,1490,6028373
ECU,37,384,1252,5067548
ECU,37,521,1302,5268083
ECU,37,213,489,1980332
ECU,37,11,26,105508
ECU,37,64,214,864625
ECU,37,91,330,1333523
ECU,37,243,795,3218748
ECU,37,3,17380,69184045
ECU,37,1104,6624,26216268
ECU,37,36,216,854878
ECU,37,20,11693,48108393
ECU,37,31,12770,50888546
ECU,37,67668,39275,160727079
ECU,37,41552,23534,96308526
ECU,37,21685,27812,114425111
ECU,37,59,38581,154591998
ECU,37,9,7198,28652982
ECU,37,6,1972,7848050
ECU,37,20,5359,21851816
ECU,37,350,8083,32175756
ECU,37,1762,20428,82473251
ECU,37,1860,34032,137393650
ECU,37,4389,60049,245275978
ECU,37,24,562,2298253
ECU,37,240,2519,10309725
ECU,37,1392208,90438,368703098
ECU,37,382,1070,4268464
ECU,37,8397,32812,133786893
ECU,37,2000,49044,199801361
ECU,37,111,2031,8104544
ECU,37,2,100744,400643564
ECU,37,4815,112744,448169375
ECU,37,1008,2504,9953109
ECU,37,20,3950,15708518
ECU,37,87,2008,8012976
ECU,37,568,12637,50420080
ECU,37,136940,224582,893125090
ECU,37,152850,196638,781996671
ECU,37,27,4912,19534238
ECU,37,8059,358416,1458613686
ECU,37,24000,2520,10017227
ECU,37,5,147,596370
ECU,37,22470,38780,153482321
ECU,37,200,1652,6663887
ECU,37,500,526,2122601
ECU,37,9380,1972,7956165
ECU,37,4290,22314,91807090
ECU,37,634,14579,58792083
ECU,37,15884,133466,539978766
ECU,37,35621,533748,2161495560
ECU,37,1080,695,2801777
ECU,37,431,3359,13626247
ECU,37,8117,30969,123611815
ECU,37,11600,2741,11055114
ECU,37,3773,22668,90989061
ECU,37,741,4586,18606750
ECU,37,7000,27650,113196454
ECU,37,21,206,837352
ECU,37,208,1795,7389279
ECU,37,445,782,3157607
ECU,37,3940,12307,49685818
ECU,37,1866,9033,35908459
ECU,37,40,116,462827
ECU,37,250,810,3231811
ECU,37,79460,98095,389034874
ECU,37,18500,1786,7250169
ECU,37,86,2161,8746250
ECU,37,8934,56117,228140163
ECU,37,12,474,1951264
ECU,37,118,3314,13642379
ECU,37,49,1712,7047602
ECU,37,5,43560,173231150
ECU,37,400,2378,9647403
ECU,37,17,6690,26605060
ECU,37,19242,13013,53252508
ECU,37,191350,86160,352594457
ECU,37,29042,33794,138294931
ECU,37,964,105,416852
ECU,37,1,33082,131993541
ECU,37,10,102,406028
ECU,37,1250,33233,132594418
ECU,37,1,4520,18281185
ECU,37,12,2160,8891834
ECU,37,5,4461,17758764
ECU,37,5,2393,9526380
ECU,37,6,5997,23872675
ECU,37,30,873,3558790
ECU,37,4,16683,68640428
ECU,37,1,31213,124129107
ECU,37,1140,5359,21733810
ECU,37,780,1625,6462365
ECU,37,2085,9198,37345869
ECU,37,4991,1373,5460957
ECU,37,2,9578,39052497
ECU,37,26,566,2329990
ECU,37,1635,1808,7214120
ECU,37,1031,4909,19584495
ECU,37,1014,4017,16027388
ECU,37,374,2987,11919397
ECU,37,1104,7450,29724082
ECU,37,101,864,3447265
ECU,37,44,585,2333288
ECU,37,3856,43786,174700007
ECU,37,36,197,785210
ECU,37,34,196,780422
ECU,37,682,5715,22801703
ECU,37,175,1236,4932701
ECU,37,715,5138,20499257
ECU,37,104,990,3949991
ECU,37,3294,24543,97922274
ECU,37,2268,24398,97714653
ECU,37,2346,33946,135956568
ECU,37,25160,22770,90552647
ECU,37,7,369,1509538
ECU,37,501,4585,18575221
ECU,37,23,1340,5484459
ECU,37,969,4607,18784819
ECU,37,153,3065,12544587
ECU,37,18900,21370,86485122
ECU,37,450,1921,7912097
ECU,37,6552,31951,131564046
ECU,37,889,3570,14514870
ECU,37,150,485,1971908
ECU,37,2,652,2686394
ECU,37,12118,19952,79423363
ECU,37,4708,14517,57785714
ECU,37,2164,4315,17178183
ECU,37,4,1825,7368841
ECU,37,552,17156,69262355
ECU,37,1,5,19580
ECU,37,199,15402,61249301
ECU,37,7997,16632,66142803
ECU,37,1,118,480058
ECU,37,5,333,1352300
ECU,37,10,168,682945
ECU,37,1200,4208,17072983
ECU,37,1,168,682905
ECU,37,348,5194,21069840
ECU,37,375,11588,47704074
ECU,37,16186,218427,886472739
ECU,37,778,1504,5986928
ECU,37,63400,89782,355857242
ECU,37,5,2686,10679804
ECU,37,4119,28010,114627227
ECU,37,1467,57030,230242157
ECU,37,7544,78146,315490250
ECU,37,200,107,433041
ECU,37,1,10772,42979095
ECU,37,1,30782,122816794
ECU,37,48,194,771932
ECU,37,1,19128,76610390
ECU,37,3200,3786,15324220
ECU,37,5200,1956,7916795
ECU,37,228,16080,64918015
ECU,37,55,157,633597
ECU,37,1,84,337549
ECU,37,5,36,145353
ECU,37,2,5171,21275364
ECU,37,3,9367,38539953
ECU,37,25,81,335191
ECU,37,25,77,317952
ECU,37,50,633,2605786
ECU,37,183,1116,4590108
ECU,37,34,344,1416015
ECU,37,855,3406,14012120
ECU,37,2100,5379,22130354
ECU,37,10,17,69079
ECU,37,16,13,55296
ECU,37,1,756,3109457
ECU,37,600,240,971306
ECU,37,5000,650,2630622
ECU,37,54827,10193,41251302
ECU,37,63510,37591,150553810
ECU,37,1688,5827,23095683
ECU,37,4657,12564,49797461
ECU,37,1057,1780,7179572
ECU,37,1016,4123,16631844
ECU,37,528,718,2896613
ECU,37,12600,1440,5808715
ECU,37,16317,21679,87448876
ECU,37,326,609,2457571
ECU,37,957,1801,7264847
ECU,37,1567,5438,21933951
ECU,37,6174,24489,98783656
ECU,37,733,3090,12466148
ECU,37,50,1673,6822862
ECU,37,3300,4116,16603244
ECU,37,4,124200,508267386
ECU,37,4058,59697,239091789
ECU,37,1,52,209759
ECU,37,528,195,788049
ECU,37,29,8060,32539751
ECU,37,70000,39200,155932896
ECU,37,1000,1310,5394200
ECU,37,2483,124,511214
ECU,37,20526,734,3022564
ECU,37,1700,1360,5408502
ECU,37,142,5341,21972571
ECU,37,1440,691,2846161
ECU,37,4,6000,23850540
ECU,37,1000,190,782365
ECU,37,35000,19600,78021132
ECU,37,75,562,2226246
ECU,37,18,144,569919
ECU,37,75,562,2226246
ECU,37,367,2752,10893762
ECU,37,200,1000,3957770
ECU,37,356,1602,6340348
ECU,37,225,1800,7123986
ECU,37,1131,3958,15666833
ECU,37,241,1808,7396886
ECU,37,52,390,1596009
ECU,37,125,1000,4092330
ECU,37,95,712,2915785
ECU,37,58,435,1780164
ECU,37,122,549,2246689
ECU,37,265,2120,8675740
ECU,37,129,645,2639553
ECU,37,527,1844,7548303
ECU,37,102,408,1669671
ECU,37,1,26234,105911642
ECU,37,619,1743,7036822
ECU,37,137768,230091,916325850
ECU,37,718,2147,8669744
ECU,37,948,5932,23948369
ECU,37,7457,30892,124718892
ECU,37,80,906,3659672
ECU,37,554,4472,18055323
ECU,37,4009,54112,218460425
ECU,37,3788,33608,135683900
ECU,37,7252,25816,104225429
ECU,37,309,464,1873256
ECU,37,31,140,566418
ECU,37,842,34591,141559465
ECU,37,1589180,11458,46889876
ECU,37,683,4570,18703871
ECU,37,266,2721,10985759
ECU,37,920,1890,7733276
ECU,37,2684,17105,70215546
ECU,37,415386,73108,298093484
ECU,37,1400,20855,82540481
ECU,37,7964,125419,511386898
ECU,37,2173,25193,102394392
ECU,37,117540,179836,726032908
ECU,37,1872,21858,90003670
ECU,37,964,14522,59430085
ECU,37,430,11505,47083484
ECU,37,179,10892,44223154
ECU,37,1800,24460,96948922
ECU,37,520,1918,7760738
ECU,37,6,82,326373
ECU,37,918,6169,24614589
ECU,37,12,129,516651
ECU,37,76,337,1345431
ECU,37,7000,112000,456673280
ECU,37,68925,202227,809974814
ECU,37,21484,45745,183445190
ECU,37,4056,12953,52380667
ECU,37,1056,14150,57127853
ECU,37,11736,114355,462039349
ECU,37,336,1378,5667846
ECU,37,85,4071,16659916
ECU,37,27043,23609,93847423
ECU,37,1520,49351,201680277
ECU,37,30,875,3582426
ECU,37,2280,16120,65077888
ECU,37,1439,10789,43556072
ECU,37,2991,30265,122292418
ECU,37,31642,19499,78721733
ECU,37,56,1678,6787699
ECU,37,490,11451,46315585
ECU,37,35,675,2731945
ECU,37,51,689,2785858
ECU,37,105937,10912,44015176
ECU,37,18,391,1581646
ECU,37,167,3125,12637193
ECU,37,103,1841,7446873
ECU,37,94,737,2981330
ECU,37,30,527,2126792
ECU,37,269,5277,21302435
ECU,37,2356,20454,83162685
ECU,37,345,1280,5204008
ECU,37,27,51,209173
ECU,37,120,162,660545
ECU,37,56,336,1370020
ECU,37,10717,16392,66838905
ECU,37,72,2091,8481195
ECU,37,730,16744,67930255
ECU,37,18,456,1849356
ECU,37,87,1131,4587020
ECU,37,557,5614,22327809
ECU,37,43,800,3244254
ECU,37,6,694,2812266
ECU,37,159,394,1595074
ECU,37,55,1134,4599069
ECU,37,2,12,49701
ECU,37,39,809,3282389
ECU,37,41,281,1141014
ECU,37,0,59,240197
ECU,37,21,2400,9757896
ECU,37,46,1276,5075760
ECU,37,4856,8861,35238183
ECU,37,38120,14712,58226712
ECU,37,3960,12421,49747651
ECU,37,3840,8902,35651442
ECU,37,495,7561,30067456
ECU,37,500,2175,8711006
ECU,37,59,1090,4311990
ECU,37,75,792,3135741
ECU,37,21,225,890102
ECU,37,12,95,376146
ECU,37,84,628,2486984
ECU,37,49,335,1324666
ECU,37,14,150,595644
ECU,37,20,224,886540
