ORIGEN,DESTINO,CANTI,FOBDOL,FOBPES
DOM,3,120,47,190824
DOM,3,45,167,680932
DOM,3,15084,4575,18622675
DOM,3,520,1326,5383759
DOM,3,4169,2287,9283736
DOM,3,50685,10092,40449188
DOM,3,4500,540,2186570
DOM,3,437,716,2865815
DOM,3,610,6392,25723943
DOM,3,19,75,296833
DOM,3,1,861,3476021
DOM,3,450,4,17954
DOM,3,20,346,1380502
DOM,3,84,1050,4189384
DOM,3,500,200,795018
DOM,3,640,122,483371
DOM,3,3275,644,2561946
DOM,3,1460,383,1520869
DOM,3,430,82,324765
DOM,3,1257,824,3273487
DOM,3,42,190,757255
DOM,3,680,290,1151186
DOM,3,2770,553,2198622
DOM,3,9445,2036,8093084
DOM,3,3515,773,3073937
DOM,3,3410,1068,4244601
DOM,3,1970,570,2266994
DOM,3,70,14,55651
DOM,3,310,59,234133
DOM,3,5520,3539,14068042
DOM,3,1405,402,1598026
DOM,3,67,556,2210150
DOM,3,319,10372,41287509
DOM,3,1523,1270236,5108487411
DOM,3,510,19430,77270001
DOM,3,43,7314,29073808
DOM,3,1,14869,59105613
DOM,3,3,3438,13666359
DOM,3,1,3989,16133550
DOM,3,984,17238,70923777
ROU,3,2135,1200,4911410
ROU,3,630,351,1436612
ROU,3,319,17,66969
ROU,3,100,2,7950
ROU,3,100,2,7950
ROU,3,4720,3052,12444958
ROU,3,7680,1442,5739225
ROU,3,3240,790,3145680
ROU,3,100,16,64555
ROU,3,60,6,24554
ROU,3,10,15,61385
ROU,3,254,1,4441
ROU,3,50,0,2028
ROU,3,2300,552,2195216
ROU,3,640,160,636294
ROU,3,2620,1703,6871029
ROU,3,105,44,175379
ROU,3,21,210,835136
ROU,3,168,2,6875
ROU,3,20,0,818
ROU,3,5570,4177,16953828
ROU,3,1,4965,20142707
ROU,3,2500,756,3048260
ROU,3,80025,26980,109186162
ROU,3,44695,15100,60849565
ROU,3,500,5,20387
ROU,3,1050,242,990344
ROU,3,88400,25174,102272763
ROU,3,2100,546,2219921
ROU,3,360,84,333899
ROU,3,10325,2489,10041211
ROU,3,4543,1817,7226714
ROU,3,5515,1268,5044423
ROU,3,525,5,20809
ROU,3,11950,1686,6940101
ROU,3,73850,17828,71832780
ROU,3,150,20,82561
ROU,3,525,71,288964
ROU,3,16,24,99073
ROU,3,200,51,206403
ROU,3,600,178,722409
ROU,3,45875,11010,44702252
ROU,3,10890,1525,6190105
ROU,3,12320,3696,14746633
ROU,3,86489,34553,137698269
ROU,3,60,28,113643
ROU,3,10,18,72241
ROU,3,260,76,306852
ROU,3,2,29,116961
ROU,3,250,2,10164
ROU,3,5200,1180,4786094
ROU,3,9600,1378,5588841
ROU,3,1920,576,2298177
ROU,3,12025,5488,21831936
ROU,3,16,256,1033521
ROU,3,2350,19,74601
ROU,3,13000,2853,11598438
ROU,3,5600,833,3387616
ROU,3,14400,1955,7949433
ROU,3,15710,4062,16494254
ROU,3,500,180,726694
ROU,3,12,90,363347
ROU,3,12400,2070,8350028
ROU,3,260,6,24288
ROU,3,120,84,334055
ROU,3,35,0,1637
RUS,3,54338,35234,142096704
RUS,3,7,78,316441
RUS,3,25908,18215,74314452
RUS,3,8980,3906,15925665
RUS,3,47150,36858,149812532
RUS,3,4968,3229,13214952
RUS,3,30,18,73662
RUS,3,44606,28784,117410091
RUS,3,300,210,859389
RUS,3,12645,8988,36081917
RUS,3,8550,5464,22358854
RUS,3,100,1,4092
RUS,3,6450,3870,15779693
RUS,3,38850,5897,23442815
RUS,3,196500,27038,107480073
RUS,3,17600,5984,23718003
RUS,3,2550,442,1792556
RUS,3,39900,7095,28806764
RUS,3,4317,548,2212420
RUS,3,45453,7156,28820332
RUS,3,59325,26080,103371887
RUS,3,6400,2240,8878397
RUS,3,21200,3704,15038796
RUS,3,198500,34585,140418339
RUS,3,350,1400,5760006
RUS,3,120,600,2468574
RUS,3,396,2251,9262336
RUS,3,250,2,9975
RUS,3,400,4,16241
RUS,3,75325,33206,131613315
RUS,3,9050,1358,5572049
RUS,3,12650,1778,7206861
RUS,3,18820,4995,19798032
RUS,3,1550,271,1100301
RUS,3,141400,23759,96464170
RUS,3,33400,5480,21782181
RUS,3,250,1088,4476348
RUS,3,54,231,950401
RUS,3,30175,14542,57638235
RUS,3,17150,2730,10933814
RUS,3,4640,1371,5434847
RUS,3,7300,1204,4786008
RUS,3,14140,2922,11796669
RUS,3,72,65,261610
RUS,3,6900,2809,11133668
RUS,3,25275,9096,36052633
RUS,3,35080,10191,40391949
RUS,3,40650,6852,27732021
RUS,3,410850,66210,268087441
RUS,3,2000,340,1351531
RUS,3,550,218,877358
RUS,3,7710,1234,4968751
RUS,3,92610,15190,60924903
RUS,3,2320,719,2869529
RUS,3,2550,378,1505881
RUS,3,28000,4907,19875919
RUS,3,3900,4655,19167940
RUS,3,4860,762,3065260
RUS,3,129130,20028,80281676
RUS,3,600,144,581355
RUS,3,280,90,361732
RUS,3,4960,1538,6134855
RUS,3,6600,2629,10473099
RUS,3,11200,1814,7212403
RUS,3,700,0,40
RUS,3,2800,358,1474562
RUS,3,34800,3309,13600556
RUS,3,4550,774,3076086
RUS,3,23750,3824,15269154
RUS,3,960,173,687198
RUS,3,4861,1233,4988390
RUS,3,3600,454,1803101
RUS,3,25300,3474,13828848
RUS,3,8640,2102,8320816
RUS,3,1600,7615,30283637
RUS,3,160,550,2188853
RUS,3,2000,340,1386330
RUS,3,6912,2811,11414683
RUS,3,10,16,63918
RUS,3,160,132,523692
RUS,3,2,14,53826
RUS,3,160,2,6360
RUS,3,18050,2365,9470165
RUS,3,16,24,98044
RUS,3,900,214,857924
RUS,3,15,27,107215
RUS,3,15920,4874,19445128
RUS,3,18122,14336,58023524
KNA,3,4,438,1803376
KNA,3,240,16223,66745633
KNA,3,688,11024,45354781
KNA,3,2,234,962826
KNA,3,407,5784,23797753
KNA,3,140,4743,19514900
KNA,3,109,4303,17104415
KNA,3,334,14308,56875429
KNA,3,540,6859,27263314
KNA,3,130,9613,38211268
KNA,3,589,8102,32206338
KNA,3,1,18,71552
KNA,3,1,18,71552
KNA,3,1,10,38678
VCT,3,32,2381,9742201
VCT,3,243,3286,13446742
VCT,3,4,465,1902933
LCA,3,6,769,3062409
LCA,3,10,1801,7168152
LCA,3,296,21194,84366917
LCA,3,239,7367,29325954
LCA,3,19,2018,8034425
LCA,3,10,1176,4680790
LCA,3,635,7958,31676500
LCA,3,120,4066,16183812
LCA,3,8,1875,7462960
SGP,3,300,260,1054804
SGP,3,1556,1236,5071010
SGP,3,2890,2361,9388524
SGP,3,11883,13414,54453121
SGP,3,37877,17006,69014412
SGP,3,117,379,1528480
SGP,3,44,814,3329520
SGP,3,300,4500,17954505
SGP,3,659,2609,10735335
SGP,3,600,82,335726
SGP,3,1600,218,895270
SGP,3,7280,1964,7905069
SGP,3,17400,2635,10589393
SGP,3,8,14,57122
SGP,3,2520,353,1438176
SGP,3,31,105,425451
SGP,3,11,27,110349
SGP,3,3,39,158221
SGP,3,29840,4178,17033913
SGP,3,120,2940,11635844
LKA,3,9207,80068,319901250
ZAF,3,8940,5193,21252288
ZAF,3,5,6000,24685740
ZAF,3,8,4063,16496389
ZAF,3,68,1300,5274022
ZAF,3,332,6300,25558722
ZAF,3,2290,6104,24886655
ZAF,3,41,4320,17196494
ZAF,3,6,2800,11294724
SWE,3,1100,7159,29470668
SWE,3,2,750,2981318
SWE,3,783,18200,74880078
SWE,3,17532,6612,26486291
SWE,3,1,50,200253
SWE,3,2800,480,1947331
SWE,3,21800,3467,14066222
SWE,3,524,1677,6817517
SWE,3,16,53,214674
SWE,3,22680,3629,14721824
SWE,3,2940,500,2027659
SWE,3,1320,238,959236
SWE,3,28840,4691,18939266
SWE,3,8280,1197,4842087
SWE,3,5640,1098,4439254
SWE,3,6720,1135,4591328
SWE,3,2384,1099,4461699
CHE,3,4200,3318,13528946
CHE,3,4800,6144,25143276
CHE,3,6000,7680,31429094
CHE,3,3,612,2519353
CHE,3,6,1848,7607458
CHE,3,2,496,2041829
CHE,3,5,1488,6125486
CHE,3,2,440,1811300
CHE,3,3,624,2568752
CHE,3,2,256,1053847
CHE,3,7603,44058,174626373
CHE,3,106,17955,71639472
CHE,3,12,3340,13484215
CHE,3,44,6600,27169494
CHE,3,6120,18309,72779923
CHE,3,1,30000,122769900
CHE,3,1,30000,122769900
CHE,3,702,2830,11268745
CHE,3,4125,1650,6655820
CHE,3,2160,383,1523527
CHE,3,15620,2909,11567434
CHE,3,7800,2004,8147843
CHE,3,480,408,1622551
CHE,3,736,1318,5360338
CHE,3,112,269,1092884
CHE,3,3852,9866,39234589
CHE,3,1124,4520,18133778
CHE,3,6,36,145339
CHE,3,600,21178,86667324
CHE,3,98500,8108,32731518
CHE,3,45,612,2488263
CHE,3,443,227234,911319350
CHE,3,32,17542,69429061
CHE,3,91,780,3211814
CHE,3,17400,2436,9756326
CHE,3,5,13918,56191427
CHE,3,148,3072,12432722
CHE,3,1,9570,38824064
CHE,3,1200,13224,53387801
SUR,3,1200,204,818891
SUR,3,120,38,156818
SUR,3,200,42,171059
SUR,3,1516,225,907807
SUR,3,180,2934,11750846
SUR,3,714,5720,23090708
SUR,3,1,7199,29063731
SUR,3,4,88,350299
SUR,3,20,514,2046064
SUR,3,30,1056,4203588
SUR,3,300,61,247683
SUR,3,135,270,1091101
SUR,3,30,36,144482
SUR,3,120,33,132098
THA,3,1760,1042,4212357
THA,3,515,4593,18908321
THA,3,43205,14822,60224848
THA,3,9245,15734,63638343
THA,3,3191,100000,405694000
THA,3,1155,427537,1705441654
THA,3,192,49947,205667261
THA,3,2,343,1394256
THA,3,5,18556,75341970
THA,3,1,7179,29054203
THA,3,3,16906,68639759
THA,3,14400,1872,7497472
THA,3,2550,612,2519353
THA,3,89,157,644823
THA,3,1860,260,1071960
THA,3,90,19,77804
THA,3,182,605,2490372
THA,3,4080,4678,18992976
THA,3,120,10738,43944749
TZA,3,1200,4688,18959692
TTO,3,50,0,2028
TTO,3,3024,575,2319608
TTO,3,62076,9124,36969479
TTO,3,22,294,1186934
TTO,3,480,2311,9185161
TTO,3,304,1193,4744190
TTO,3,52,146,578932
TTO,3,36,413,1643461
TTO,3,212,4518,17959536
TTO,3,216,2876,11434227
TTO,3,25,130,515264
TTO,3,30,5,20273
TTO,3,250,4500,17913015
TTO,3,30,688,2736849
TTO,3,2,4191,16919863
TTO,3,3,4140,16713967
TTO,3,2460,647,2574697
TTO,3,4900,1398,5557176
TTO,3,20,44,178895
TTO,3,57,160,648900
TTO,3,500,75,300380
TTO,3,4,62,246912
TTO,3,4525,2235,8949190
TTO,3,7170,1698,6806743
TTO,3,37557,11458,45862660
TTO,3,2520,868,3482643
TTO,3,280,207,834931
TTO,3,116,2644,10609216
TTO,3,3000,384,1559098
TTO,3,4475,573,2325654
TTO,3,3875,1135,4609772
TTO,3,3160,3331,13522898
TTO,3,810,194,786004
TTO,3,48,33,134087
TTO,3,10,51,207212
TTO,3,8375,2022,8179103
TTO,3,20,30,123429
TTO,3,21533,6672,26820656
TTO,3,410,142,566805
TTO,3,992,1218,4857940
TTO,3,3500,1015,4036493
TTO,3,720,173,687198
TTO,3,400,56,227189
TTO,3,360,76,306705
TTO,3,140,59,238548
TTO,3,2485,1057,4217456
TTO,3,6550,1670,6620699
TTO,3,6500,650,2637011
TTO,3,1500,210,834769
TTO,3,640,463,1872679
TTO,3,360,150,602502
TTO,3,830,348,1409649
TTO,3,265,1580,6394054
TTO,3,42,260,1029020
TTO,3,400,6960,28635458
TTO,3,2000,200,811388
TTO,3,1,450,1852970
TTO,3,40,1000,4117710
TTO,3,1,4000,16470840
TTO,3,6,1693,6873347
TTO,3,82,7195,29213226
TTO,3,300,96,392864
TTO,3,500,70,286463
TTO,3,8,72,294648
TTO,3,5100,1071,4238772
TUR,3,4550,2715,10953825
TUR,3,40,18,72649
TUR,3,4,56,225894
TUR,3,3051,1868,7553689
TUR,3,92,144,582450
TUR,3,2020,1642,6534429
TUR,3,60,1,2446
TUR,3,800,148,603461
TUR,3,2800,484,1973481
TUR,3,160,2880,11490883
TUR,3,264,1215,4952418
TUR,3,3400,578,2344911
TUR,3,2775,4397,17402117
TUR,3,4600,776,3086028
TUR,3,27000,4954,19701265
TUR,3,7700,2367,9411590
TUR,3,19600,3230,12845193
TUR,3,142800,25006,99444861
TUR,3,60,124,500612
TUR,3,13614,4705,18742316
TUR,3,548,422,1689623
TUR,3,5760,922,3717578
TUR,3,13125,1980,7986983
TUR,3,18100,2751,10940287
TUR,3,24410,7611,30268525
UKR,3,60,0,1228
UKR,3,350,376,1493303
UKR,3,5100,3130,12387424
UKR,3,320,3,13173
UKR,3,3000,1458,6003621
UKR,3,400,76,312946
UKR,3,310,121,497831
UKR,3,60,90,370594
UKR,3,5,30,123531
UKR,3,32,200,813158
UKR,3,162,567,2305303
UKR,3,48,168,683053
UKR,3,7600,1175,4777141
UKR,3,1824,2282,9266886
UKR,3,10000,1481,6021435
UKR,3,850,267,1085808
URY,3,1270,2707,10760569
URY,3,2706,6262,24909293
URY,3,23,40,159197
URY,3,746,1377,5489261
URY,3,15,29,116073
URY,3,14,27,106532
URY,3,31,497,1980385
URY,3,24,364,1451801
URY,3,10,122,484625
URY,3,86,147,584338
URY,3,30,46,185131
URY,3,49,131,519028
URY,3,10,24,96570
URY,3,2,6,24498
URY,3,60,193,778933
URY,3,428,968,3904747
URY,3,20,50,202781
URY,3,204,390,1574485
URY,3,29,484,1952091
URY,3,10,147,593699
URY,3,86,2661,10657945
URY,3,74,11430,45777515
URY,3,527,19375,77596916
URY,3,804,12413,49716051
URY,3,2040,25056,101872434
URY,3,190,2046,8307067
URY,3,4,7,28319
URY,3,18,726,2970786
URY,3,19,202,827919
URY,3,48,3970,16248596
URY,3,2,2395,9802194
URY,3,300,75,298263
URY,3,90,54,214749
URY,3,18360,3488,13872809
URY,3,800,198,785824
URY,3,60,40,157483
URY,3,800,334,1326674
URY,3,30,155,615615
URY,3,2,10326,42505932
URY,3,2,1007,4147217
URY,3,2,418,1722052
URY,3,1,16,62819
URY,3,352,293515,1176938992
URY,3,8,34129,135274028
UZB,3,19310,12776,52283813
UZB,3,3600,1982,8108952
UZB,3,5200,984,4051827
UZB,3,640,205,843307
UZB,3,90,99,407653
UZB,3,350,0,1412
VEN,3,107,15839,62687119
VEN,3,1994,13091,52851298
VEN,3,7,11410,45375744
VEN,3,1,10074,40045057
VEN,3,5,3745,15106693
VEN,3,1654,793,3176516
VEN,3,6671,130470,517467559
VEN,3,11,5800,23834394
VEN,3,5698,29155,117116068
VEN,3,3920,2505,10067306
VEN,3,6010,3656,14588734
VEN,3,190,3277,13206892
VEN,3,200,1110,4570658
VEN,3,3435,74574,299011854
VEN,3,1000,1076,4339231
VEN,3,79,2215,9117424
VEN,3,15,525,2119525
VEN,3,200,7524,30375818
VEN,3,668,71220,293263306
VEN,3,38,105084,423786911
VEN,3,1435,75303,303757605
VEN,3,178,18379,73298434
VEN,3,1913,84700,348770037
VEN,3,5938,422705,1701012605
VEN,3,34,9000,35619930
VEN,3,30,2371,9564614
VEN,3,100,5195,21391503
VEN,3,30,1253,5068984
VEN,3,220,7932,32083076
VEN,3,11,2225,8819815
VEN,3,15,1932,7657181
VEN,3,70,4040,16310248
VEN,3,75,6375,25737086
VEN,3,1093,4327,17151953
VEN,3,45,1725,6964960
VEN,3,50,6000,24223140
VEN,3,18,630,2543430
VEN,3,1593,6252,25300508
VEN,3,25,603,2405106
VEN,3,1,1900,7664277
VEN,3,10,969,3842126
VEN,3,48,726,2876601
VEN,3,100,1850,7332604
VEN,3,10,552,2187494
VEN,3,72,536,2123205
VEN,3,96,499,1978614
VEN,3,16,320,1290826
VEN,3,10,8506,33817999
VEN,3,1780,41288,168349343
VEN,3,50,1711,6901883
VEN,3,20,320,1291901
VEN,3,6071,19099,75919091
VEN,3,20,3800,15341322
VEN,3,125,250,1011128
VEN,3,0,12,48534
VEN,3,1,3,11135
VEN,3,9,15,59295
VEN,3,3,152,604480
VEN,3,1,100,400506
VEN,3,0,24,94132
VEN,3,3,1080,4296379
VEN,3,0,11,44938
VEN,3,2,47,187627
VEN,3,2,718,2854178
VEN,3,3,290,1153443
VEN,3,6,1,2386
VEN,3,1,30,118351
VEN,3,2,9000,36423990
VEN,3,433,16500,65588985
VEN,3,1945,186300,748320423
VEN,3,6739,193032,776833952
VEN,3,80,8800,35111032
VEN,3,279,131532,532324473
VEN,3,50,2700,10685979
VEN,3,2,7500,30692475
VEN,3,358,298674,1204435221
VEN,3,70,13650,54259978
VEN,39,330,288,1162711
VEN,39,1339,10175,41079983
VEN,39,4295,6192,24998280
VEN,39,165,238,959236
VEN,39,72000,96408,384657315
VEN,39,14300,18719,74685554
VEN,39,55200,66792,274955279
VNM,3,18450,4180,17045738
VNM,3,2400,360,1456960
VNM,3,1300,312,1266767
VNM,3,10650,1520,6120865
VNM,3,200,28,113684
VNM,3,1446,376,1521364
VNM,3,14250,2565,10196106
VGB,3,210,139,564726
VGB,3,1140,970,3969969
VGB,3,3,120,487218
VGB,3,5,190,771428
VGB,3,3,132,535940
VGB,3,3,78,316692
VGB,3,81,2661,10804059
VGB,3,27,1008,4092631
VGB,3,7,322,1307368
VGB,3,10,715,2903007
VGB,3,24,686,2785263
VGB,3,21,714,2898947
VGB,3,8,394,1599699
VGB,3,15,549,2229022
VGB,3,15,780,3166917
VGB,3,500,1,5082
XCF,3,21026,286853,1159317275
XCF,3,1119,10106,41031876
XCF,3,42000,60562,241242280
XCF,3,1450,9885,39440063
XCF,3,750,5630,22464677
XCF,3,700,3600,14363604
XCF,3,10003,10896,43639134
XCF,3,700,7200,28727208
XCF,3,2100,10753,42851409
XCF,3,5,5500,21767735
XCF,3,1,4418,17878473
XCF,3,3,45350,181756707
XCF,3,27,0,1481
XCF,3,405,13608,55987258
XCF,3,270,7740,31844605
XCF,3,7,369277,1519311763
XCF,3,28270,13360,54242386
DEU,4,29950,20694,83545610
ABW,4,5,4701,18864429
CRI,4,53,494,2022552
CRI,4,69,774,3167259
CRI,4,162,2608,10672510
CRI,4,19,324,1324032
CRI,4,32,640,2619541
CRI,4,193,3513,14377951
CRI,4,129,2044,8366523
CRI,4,70,955,3908789
CRI,4,33,358,1465586
CRI,4,352,11035,45159680
CRI,4,1,8500,33914065
CRI,4,200,9400,37504966
CHL,4,61,30500,121240245
CHL,4,9,4500,17887905
CHL,4,55,27500,109721975
CHN,6,549400,2498717,10225573477
USA,4,18,414,1645687
USA,4,228,1938,7824074
USA,4,24,192,763217
USA,4,338,5620,22666140
USA,4,36,630,2504307
USA,4,216,1584,6380005
USA,4,18,63,250431
USA,4,800,8533,34262080
USA,4,632,6823,27121244
USA,4,18,180,715516
USA,4,105,94495,382773031
USA,3,312,2916,11793791
USA,3,156,1512,6115299
GTM,4,121,1176,4728514
GTM,4,154,1687,6810843
GTM,4,34,639,2594436
GTM,4,94,1455,5907112
GTM,4,142,2726,10885648
GTM,4,92,1883,7570403
GTM,4,379,7008,27952909
GTM,4,56,1702,6912405
GTM,4,38,463,1858490
GTM,4,191,2918,11619753
GTM,4,32,382,1550774
GTM,4,24,396,1607819
GTM,4,48,503,2018887
GTM,4,22,293,1190111
GTM,4,112,2493,10121954
GTM,4,84,714,2937603
GTM,4,976,11131,45796162
GTM,4,340,4165,17136018
HND,4,1678,40580,161292664
HND,4,333,2310,9419090
HND,4,120,2192,8937748
HND,4,1202,21667,88345689
HND,4,312,6552,26715387
IND,6,154611,3454958,13733770626
IND,6,206691,5496183,22346326083
IND,6,202472,4501444,18226595587
MEX,3,2433,12412,50771934
MEX,3,5751,23368,94841189
MEX,3,3055,9971,40316847
MEX,3,1989,6282,25519433
MEX,3,6103,18151,74405166
PAN,4,33,27562,110989643
PAN,4,61,3210,13137443
PAN,4,1551,54269,222086084
PAN,4,357,11570,45990559
PER,6,306950,800007,3194097756
PER,6,73390,65933,263067173
PRI,4,4708,13590,54643603
PRI,4,591,5716,23082678
PRI,4,5223,28541,114951973
PRI,4,450,1350,5466470
PRI,4,4861,25514,102609216
PRI,4,6401,26941,108680305
PRI,4,2318,18728,75580559
PRI,4,107,2363,9531940
PRI,4,627,1881,7587634
PRI,4,837,4045,16316842
PRI,4,623,1784,7196353
PRI,4,627,2916,11764665
PRI,4,1488,6862,27682158
PRI,4,428,3146,12688412
PRI,4,12,18,72609
PRI,3,1086,13664,55434069
PRI,3,318,4167,16906608
DOM,4,4,4034,16058063
URY,4,37,22570,89717781
URY,4,20,18017,71832396
BOL,35,40,84328,347143802
CRI,16,589,4796,19557115
CRI,16,60,634,2583466
CRI,16,525,4498,18342160
CRI,16,345,3297,13443320
CRI,16,599,5926,24164296
CRI,16,240,1694,6908814
CRI,16,7,21,85626
CRI,16,1,3,12232
CHL,35,24,65280,263547763
ECU,35,566,758712,3038687083
ECU,16,1,1099,4436468
USA,16,257,219337,882409983
MEX,6,29,4102394,16536893073
MEX,6,1,103877,413103004
MEX,6,1,158009,650458187
PAN,16,22,220,905144
PAN,16,24,93,382629
PAN,16,50,100,411429
PAN,16,90,110,452572
PAN,16,1334,6454,26555685
PAN,16,4224,484,1993374
PAN,16,180,285,1172573
PAN,16,2,700,2880003
PAN,16,2,216,871670
PAN,16,40,3281,13245859
PAN,16,60,3008,12142172
PAN,16,0,53,215869
PAN,16,429,19843,80110446
PAN,16,1,625,2522477
PAN,16,69,9288,37495402
PAN,16,16,633,2554653
PAN,16,1,49,199356
PAN,16,55,47156,189775505
PER,37,1,157468,635200514
ZAF,6,1,215780,858122535
VEN,35,168,180600,723313836
VEN,35,28,203000,821563330
DEU,19,172800,78624,317566955
DEU,19,24480,29376,119270966
DEU,19,21600,9828,40219419
DEU,19,86400,39312,160372911
DEU,19,2944,11940,47462416
DEU,19,3848,20306,80717860
DEU,19,60392,98021,398531582
DEU,19,1176,6058,24502450
DEU,19,22962,40975,166595501
DEU,19,205451,117066,479073522
DEU,19,223677,128673,526572378
DEU,19,16000,16960,67447206
DEU,19,266559,142244,569690467
DEU,19,4390319,1918522,7714869673
DEU,19,68,9037,36193927
DEU,19,109,12505,50083876
DEU,19,10,808,3237250
DEU,19,60328,32776,134128571
DEU,19,601800,363404,1438269449
DEU,19,17760,12915,51189507
DEU,19,327879,180792,724475835
DEU,19,1908644,1045286,4237682098
DEU,19,8100,13284,53203217
DEU,19,12960,38102,152602398
DEU,19,17760,12915,51189507
DEU,19,40576,75268,299989780
DEU,19,1472,2650,10547183
DEU,19,82048,150081,607197999
DEU,19,1280,2304,9437806
DEU,19,41600,77200,311411676
DEU,19,960,1728,6970458
DEU,19,21500,14652,59742651
ABW,19,5150,14356,59114174
ABW,19,518,1620,6670690
ABW,19,6674,21698,89346072
ABW,19,4415,15398,61295949
ABW,19,518,1620,6448685
ABW,19,6290,21019,83669305
ARG,6,40989,47195,194335035
ARG,6,87509,122725,503791348
ARG,6,233606,291603,1183014495
AUS,19,1277670,306711,1239787452
AUS,19,3157,33067,133546841
AUS,19,99700,23937,97957285
BEL,19,2850,9508,37793566
BEL,19,292,1543,6133763
BEL,19,96315,463211,1842116391
BEL,19,66400,161850,657031992
BEL,19,115475,502907,2005991102
BEL,19,96280,425351,1691004887
BEL,19,115730,508129,2058212005
BEL,19,76988,338195,1344354648
BEL,19,38911,85704,352810205
BEL,19,64279,157110,630020720
BEL,19,800,2656,10602628
BEL,19,960,5910,23601405
BEL,19,38793,101095,403358089
BEL,19,41794,206253,844056444
BEL,19,83428,475718,1934171032
BEL,19,743557,403965,1657953710
BEL,19,466760,252676,1015046430
BEL,19,260129,113232,456015095
BEL,19,341597,185585,759475677
BEL,19,129600,56376,228159873
BEL,19,20369,9785,39503097
BEL,19,6642880,2932172,11741129347
BEL,19,4720,33614,134117758
BEL,19,56330,30840,122057627
BEL,19,823960,447647,1803290273
BEL,19,3149801,1406534,5678891692
BEL,19,239760,103443,413510678
BEL,19,895053,517147,2086229276
BEL,19,1156596,512964,2063360913
BEL,19,777043,448833,1833749731
BEL,19,20325,8883,36566928
BEL,19,77055,338212,1392281084
BEL,19,24000,37306,148358601
BEL,19,24000,37828,153094239
BOL,19,637,3000,12353130
BOL,19,10052,23592,97145014
BOL,19,10232,23543,93715162
BOL,19,18160,31870,126134130
BRA,6,64340,58983,242807593
BRA,6,539600,494274,2003785338
BRA,6,129520,116867,465208165
BRA,6,265813,239232,979015063
BRA,6,795134,721143,2915940001
BRA,19,0,547,2217523
BRA,19,1,4151,16842143
BRA,19,68268010,7306686,29240433898
BRA,19,106160,125160,504473709
BRA,19,171735,184579,750466995
BRA,19,87610,146133,596067091
BRA,19,123814,145120,593877456
BRA,19,62100,66199,272586637
BRA,19,100,100,409233
BRA,19,2,30,120152
BRA,19,9000100,8448214,33707444038
CAN,19,56112760,6862008,28248074789
CAN,19,107990,135851,551141060
CAN,19,18337,14400,58135536
CAN,19,55011,43200,175486320
CAN,19,278800,338589,1370122482
CAN,19,108170,139323,573691546
CAN,19,42650,62584,253900750
CAN,19,126000,218736,885814565
CAN,19,73348,57600,232009920
KOR,6,150850,83355,338167613
KOR,6,150850,83360,329919866
KOR,6,301700,167285,670615963
KOR,19,74534,46928,189374816
CRI,19,24000,64711,261725904
CRI,19,19800,7326,29630080
CHL,6,65152,70560,280480840
CHL,19,21760,24053,99044679
CHL,19,77001870,8659630,35648147497
CHL,19,1,212854,843661729
CHN,19,19960,75819,301385798
DNK,19,158674,97860,396913700
DNK,19,19500,12539,50028433
DNK,19,59551,36706,148553220
DNK,19,19516,12609,50904929
DNK,19,59551,36706,149238888
DNK,19,19497,12597,50856482
DNK,19,1452110,116169,469845873
ECU,19,20928,91185,375473880
ESP,6,40000,23540,93614814
ESP,6,162600,71063,292535424
ESP,6,81300,35531,141765899
ESP,6,81300,35531,146267712
ESP,6,162600,71063,287507748
ESP,19,66776,22712,91226929
USA,19,377426,1713078,6799653424
USA,19,54886,103824,416746421
USA,19,109133,208672,846654943
USA,19,61256,37679,152186184
USA,19,632105,125322,504750823
USA,19,502544,85040,343891691
USA,19,421944,79942,319206793
USA,19,49464,11969,48889788
USA,19,111998,47987,195367687
USA,19,183135,27332,111522632
USA,19,1889,16182,66557945
USA,19,21696,4764,19340525
USA,19,175096,298790,1190005972
USA,19,1468,3849,15550191
USA,19,13434,33449,135084859
